feature_id,domain,capability,current_status,gap_type,user_value,risk,dependency,effort,release_scope,target_wave,blocker,recommended_action,source_commit,last_verified
F-D24-data-licenses,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",data licenses,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-attribution,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",attribution,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-redistribution,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",redistribution,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-effective-date-rules,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",effective-date rules,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-financial-disclaimers,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",financial disclaimers,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-affiliate-disclosure,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",affiliate disclosure,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-regional-restrictions,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",regional restrictions,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-provider-terms,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",provider terms,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-model-governance,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",model governance,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-ai-disclosure,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",AI disclosure,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-decision-history,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",decision history,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D24-approval-records,"COMPLIANCE, AUDIT AND DATA GOVERNANCE",approval records.,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-structured-logs,"OBSERVABILITY, SRE AND OPERATIONS",structured logs,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-metrics,"OBSERVABILITY, SRE AND OPERATIONS",metrics,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-tracing,"OBSERVABILITY, SRE AND OPERATIONS",tracing,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-dashboards,"OBSERVABILITY, SRE AND OPERATIONS",dashboards,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-quota-alerts,"OBSERVABILITY, SRE AND OPERATIONS",quota alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-stale-data-alerts,"OBSERVABILITY, SRE AND OPERATIONS",stale-data alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-job-alerts,"OBSERVABILITY, SRE AND OPERATIONS",job alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-queue-alerts,"OBSERVABILITY, SRE AND OPERATIONS",queue alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-synthetic-monitoring,"OBSERVABILITY, SRE AND OPERATIONS",synthetic monitoring,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-uptime,"OBSERVABILITY, SRE AND OPERATIONS",uptime,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-deployment-markers,"OBSERVABILITY, SRE AND OPERATIONS",deployment markers,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-incident-response,"OBSERVABILITY, SRE AND OPERATIONS",incident response,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-status-page,"OBSERVABILITY, SRE AND OPERATIONS",status page,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-runbooks,"OBSERVABILITY, SRE AND OPERATIONS",runbooks,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-slos,"OBSERVABILITY, SRE AND OPERATIONS",SLOs,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-error-budgets,"OBSERVABILITY, SRE AND OPERATIONS",error budgets,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-capacity,"OBSERVABILITY, SRE AND OPERATIONS",capacity,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D25-cost-monitoring,"OBSERVABILITY, SRE AND OPERATIONS",cost monitoring.,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-responsive-web,"MOBILE, PWA AND DESKTOP",responsive web,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-pwa,"MOBILE, PWA AND DESKTOP",PWA,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-installability,"MOBILE, PWA AND DESKTOP",installability,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-offline,"MOBILE, PWA AND DESKTOP",offline,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-service-worker,"MOBILE, PWA AND DESKTOP",service worker,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-background-sync-where-supported,"MOBILE, PWA AND DESKTOP",background sync where supported,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-mobile-navigation,"MOBILE, PWA AND DESKTOP",mobile navigation,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-touch,"MOBILE, PWA AND DESKTOP",touch,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-device-security,"MOBILE, PWA AND DESKTOP",device security,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-deep-links,"MOBILE, PWA AND DESKTOP",deep links,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-desktop-wrapper-if-planned,"MOBILE, PWA AND DESKTOP",desktop wrapper if planned,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D26-app-update-behavior,"MOBILE, PWA AND DESKTOP",app update behavior.,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-release-gates,"RELEASE, BCP, DR AND GO-LIVE",release gates,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-staging,"RELEASE, BCP, DR AND GO-LIVE",staging,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-canary,"RELEASE, BCP, DR AND GO-LIVE",canary,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-database-migration,"RELEASE, BCP, DR AND GO-LIVE",database migration,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-backup,"RELEASE, BCP, DR AND GO-LIVE",backup,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-rpo,"RELEASE, BCP, DR AND GO-LIVE",RPO,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-rto,"RELEASE, BCP, DR AND GO-LIVE",RTO,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-disaster-recovery,"RELEASE, BCP, DR AND GO-LIVE",disaster recovery,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-business-continuity,"RELEASE, BCP, DR AND GO-LIVE",business continuity,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-incident-communication,"RELEASE, BCP, DR AND GO-LIVE",incident communication,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-provider-outage-plans,"RELEASE, BCP, DR AND GO-LIVE",provider outage plans,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-legal-checks,"RELEASE, BCP, DR AND GO-LIVE",legal checks,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-security-review,"RELEASE, BCP, DR AND GO-LIVE",security review,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-beta-controls,"RELEASE, BCP, DR AND GO-LIVE",beta controls,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D27-go-live-checklist,"RELEASE, BCP, DR AND GO-LIVE",go-live checklist.,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_0,implementation and end-to-end evidence,implement in WAVE_0 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
